taxnumberprovider,feature_vector,Cluster
76.410.484-6,"12 polera institucional: con bordados blancos (2) en el frente y frase estampada en la espalda. tela pique 80% algodon / 20% poliester - 60% algodon / 40% poliester * cuello y puno en rib * apertura de cuello en 3 botones * proteccion solar upf 50+ * costuras reforzadas * manga corta * colores: azul piedra * tallas: por definir * sexo por definir. se adjuntan eett en anexo, se debe llenar anexo. 10 200 unidades de protector solar, formato 100 a 120gr.
ver especificaciones tecnicas adjuntas 24 valor incluye entrega en institucion correspondiente 30 1 unidad chaqueta micropolar mujer talla xl entallado, color azul marino, con cierre, bolsillos laterales, debe incorporarse a la izquierda a nivel del torso logo de ministerio de desarrollo social adjunto y logo municipal. bordado.
 10 calzado de terreno para trekking ndeg 1-38, 1-39,5 para dama  10 gorro ala ancha de acuerdo a modelo archivo adjunto 30 valor incluye entrega en institucion correspondiente 12 chaquetas uso corporativo:
-material softshell impermeable, con capa interna de micropolar.
-pretina ajustable con tirante elastico. 
-bolsillos: 2 con cierre en el area de la cintura, 1 en pecho derecho, 2 internos.
-incluye logo institucional (frente) estampado frase espalda. unisex, detalle de tallas por definir 30 mascarillas desechable 3 pliegues (caja 50 unidades) 30 buzo de papel blanco 50gr t/xl",7
76.822.454-4,"38 pines de sopala personalizados, 3cm alto x 6cm de ancho, elaboradas en gravoply o similar, orientacion horizontal, color de grabado negro,( nombre del alcalde, municipalidad de lampa y cargo), logo municipal costado izquierdo, color plateado.  debe considerar enviar una muestra fisica para el vdegbdeg del area requirente. (contacto para diseno, recepcion de la muestra se enviara a proveedor adjudicado) 36 polera para hombre, de algodon, color azul marino con logo institucional estampado,  talla l 43 nuestras piochas universitarias son fabricadas con acrilonitrilo butadieno estireno, conocido comunmente como abs, es un polimero opaco, termoplastico y amorfo reciclado de plasticos.  36 polera para hombre, de algodon, color azul marino con logo institucional estampado, talla m 38 se requiere adquirir 12 galvanos para organizaciones comunitarias de la comuna 43 piochas para estudiantes de enfermeria liceo isabel poblete

metalicas, color plata. 22 galvanos personalizados fondo vidrio con marco y placa de madera de 20 x 26 cms. con logo y texto
grabado en laser mas caja de presentacion (segun anexo adjunto) 12 se necesitan, 5 galvanos de acrilico transparente con base acrilico negra de 14.5 x 26 x 5cmm. la imagen adjunta es solo referencial en cuanto a diseno. la leyenda final y el diseno del galvano sera adjunta una vez adjudicada la orden de compra, junto con esto ira tambien, el listado de nombres, y los logos correspondientes.  12 confeccion de piochas doradas textos e imagenes en negro c/logo , nombre y especialidad para liceo h-409, se anexa archivo sobre indicaciones de piocha, listados de alumnos con especialidades de 3deg medios a, b y c y logo del establecimiento
 12 nuestros galvanos son fabricados con una elegante y resistente base de madera roble y escritura en durolac blanco. la estructura del reconocimiento esta fabricada en material acrilico transparente con grabado y diseno laser personalizado. ",17
99.587.590-K,"10 estimados se adjunta cotizacion con condiciones de despacho, imagenes de los productos cotizados.

saludos 37 computadores  segun especificacion adjunta. 58 all in one 
23 pulgadas
procesador intel core i5 de doceava generacion o adm ryzenb5
8gb de ram
512 de almacenamiento ssd.			 25 office home  & bussiness 2021 o superior  55 adquisicion computador segun adjunto 58 tinta impresora laser jet pro mfp m127fn hp (o similar) 58 teclado 58 tintas brother bt5001 negro (o similar) 14 computador segun detalle adjunto.  55 computador e impresoras, segun adjunto",5
78.953.360-1,"57 logos adhesivos de 7cm de diametro foliados del 1 al 200, el uso es para al interior de automovil (en color), incluir valor del diseno y que diga:
-funcionario 2023 74 adjunto ficha tecnica y plazos de entrega segun urgencia del cliente. garantias 100% - incluye maqueta virtual o presencial en caso que lo necesite para su vobo y diseno o modificaciones si lo necesita. contacto: alexandra gonzalez i. cel: 56975680982 16 lanyards institucional sin portacredencial, conforme a las especificaciones senaladas en archivo adjunto se debe entregar muestra fisica, conforme a lo solicitado en archivos adjuntos 23 tarjetas control taximetro, de acuerdo a documento adjunto.  23 adjunto ficha tecnica y plazos de entrega segun urgencia del cliente. garantias 100% - incluye maqueta virtual o presencial en caso que lo necesite para su vobo y diseno o modificaciones si lo necesita. contacto: alexandra gonzalez i. cel: 56975680982 63 galvano de cristal, forma de rombo, impresion laser + caja con tela. 24 adjunto ficha tecnica y plazos de entrega segun urgencia del cliente. garantias 100% - incluye maqueta virtual o presencial en caso que lo necesite para su vobo y diseno o modificaciones si lo necesita. contacto: alexandra gonzalez i. cel: 56975680982 24 considerar todo lo estipulado en las especificaciones tecnicas 23 sobres carta, con logo municipal en cuno seco. (costado superior izquierdo).  24 se adjunta documento detallando lo que deben llevar la libretas, recordar adjuntar documentacion solicitada ",8
77.271.134-4,"37 mantencion extintor pqs 4kg 37 cambio de manometros 24 mantenimiento preventivo, correctivo de extintores, recarga de extintores 4 kg pqs ( recarga certificada) 16 la seremi de salud de la region de los lagos, requiere ""servicio de mantencion y recarga de extintores, para lo cual debera contar con taller movil en terreno,  certificado bajo decreto supremo no44 del 2015, del ministerio de economia, fomento y turismo, lo que debera acreditar, demostrable en la oferta, para las oficinas provinciales de osorno, puerto montt y castro respectivamente.
en su oferta debera indicar nombre del contacto coordinacion del servicio, ndeg telefonico y correo electronico, 
 24 mantenimiento preventivo, correctivo de extintores, recarga de extintores 1 kg pqs ( recarga certificada) 37 mantencion extintor pqs 10kg 37 soporte para extintor (hasta 10kg) 10 mantencion de extintores 24 mantenimiento preventivo, correctivo de extintores, recarga de extintores 2 kg pqs ( recarga certificada) 37 mantencion extintor pqs 6kg",21
77.609.006-9,"44 mochila morral deportiva material tnt con logo corporativo, 40 x 34 color verde, (se adjunta logo ). 37 lapices de tintas segun eett adjuntas 21 guante nitrilo talla m 21 bolsas ecologicas tnt, de color azul, con logos blancos de dimensiones 30x40x12. 21 guante talla l 21 guante nitrilo talla s 21 guantes nitrilo azul sin polvo tallas, s,m,l
entrega 7 dias habiles 10 guantes procedimiento esteril talla s 92 morrales, se adjunta cotizacion con detalle de lo solicitado. 54  lanyard en color azul con texto ""centro de microdatos - universidad de chile""",9
76.402.891-0,"12 sobre oficio blanco 24x34 80gr 50ud tek ""de igual calidad o similar 12 destacador stabilo boss amarillo ""de igual calidad o similar"" 55 tinta color amarillo 788xxl  wf-5690
 77 destacadores de texto color, fultons o similar, color verde 39 corrector liquido lapiz punta metalica (especificaciones tecnicas en documento adjunto) 77 cajas corchetes 26/6/5.000 un. 77 corchetera grande aprox de 20 cm 55 se solicitan materiales de oficina
en adjunto detalles, cantidades y articulos 12 taco calendario grande 2023 buho 760 ural ""de igual calidad o similar"" 77 portalapiz metal color negro ",5
12.526.964-8,"27  oferto productos solicitados en plazo y lugar solicitados. se adjunta descripcion en archivo adjunto 27 bandeja redonda, antideslizante 35cm, color negro 27 se oferta modelo solicitado. plazo entrega 5 dias. 27 sandwich de pasta ave morron con lechuga 27 silla de escritorio de base conica de 5 radios con ruedas de doble rodadura, respaldo de malla respirable, cabecera ajustable, brazos regulables y apoyo lumbar. de 121 cm de alto, 63 cm de profundidad y 64 cm de ancho, o similar 27 ramitas saladas 48 gramos 27 servilletero porcelano, color blanco 27 jugo individual en caja de 200 cc 27 frutos secos, 150 gr, contiene mani, pasas y almendras , alto en calorias 27 plato ovalado 29 x 23 cm, porcelana, color blanco",9
76.592.866-4,"29 toner alternativo compatible con impresora brother modelo dcp l 5650 dn 36 toner original o alternativo tn 3479 22 despacho con el proveedor de su preferencia. toner alternativo 29 tambor alternativo compatible con impresora brother modelo dcp l 5650dn, favor revisar condiciones 51 toner hp 30x negro laserjet para delivery farmacia comunitaria 22 toner hp 105a 37 ofrecemos 15 toners con despacho gratuito 11 toner alternativo 36 toner brother tn2370 (original de la marca de la impresora) 36 toner alternativo 85a",3
77.233.678-0,"88 lavalozas bidon 5 lt. 12 saca sarro bidon 5 litros3 36 cif 36 palas aseo 35 desengrasante pro industrial 500 ml. similar a excell. 12 alcohol gel bidon 5 litros 12 desinfectante en aerosol  36 ver cotizacion adjunta. se cotizan productos iguales y/o similares caracteristicas. despacho 3 dias habiles. 12 jabon liquido 5 litros 39 repuestos demangueras melodicas
10teclado 1 5 o 6 octavas 
sonajeros 3 accesorios de percusion 
huevos 3 pares accesorios de percusion 
maracas 4 pares accesorios de percusion 
panderos 3 accesorios de percusion 
claves 3 pares accesorios de percusion 
triangulos 3 accesorios de percusion",22
76.282.623-2,"23 aposito tull antimicrobiano impregnado en dacc con hidrogel 7,5x7,5cm. adjuntar ficha tecnica. precio debe incluir despacho 10 aposito carboximetilcelulosa con iones de plata 5 x 5 cm 16 se adjunta cotizacion de epiglu, es una sutura cutanea, la mejor y mas economica del mercado. precios  de re-lanzamiento.
no cobramos despacho. procedencia alemania, numero uno del mundo. apto para piel y mucosas. contacto karina.naftal@byntradechile.cl  10 110100011	aposito de contacto antimicrobial plata al 99% 10x12cms (quemados)
 10 110010142 aposito de plata con alginato de calcio 10x20. 14 aposito alginato de plata 10 x 10 cm 17 
aposito aquacel plata 10x10 cms. 16 sutura cutanea liquida tipo histoacryl 53 limpiador de heridas (prontosan wound gel de 30ml o su equivalente) 79 alginato con plata 10x20 cm (3m o similar)",18
76.274.027-3,"16 aripir 10 mg, aripiprazol 10 mg caja x 30 comp., gmp ema, equivalente terapeutico, vencimiento mayo 2024, entrega 2 dias desde emision oc, facturacion minima $100.000 52 tazocilina 4.5 mg, piperacilina/tazobactam 4.5, caja 1 vial, equivalente terapeutico, vencimiento feb.2024, entrega 1 dia desde emision oc, facturacion minima $100.000 43 10-100-213-211-00	meropenem 1 grpolvo para solucion inyectable


farmaco debera contar con estabilidad en dilucion de al menos 3 horas.
farmaco debe registrar uso pediatrico en el isp.
farmaco no debe haber presentado incidentes criticos en el hggb. 16 aripiprazol 10mg comprimidos. adjuntar ficha tecnica.indicar dias de despacho y numero de contacto.  10 aripiprazol 10mg

 10 100 piperacilina 4 gitazobactam 0,5 g.
valor debe incluir despacho a domicilio
indicar fecha de vencimiento
adjuntar cotizacion e imagen del medicamento 10 pregabalina de 75mg

 95 aripiprazol 10 mg. comprimidos. vencimiento igual o superior a 14 meses. favor adjuntar cotizacion.  43 10-100-213-210-00 meropenem 500 mgpolvo para solucion inyectable.


farmaco debera contar con estabilidad en dilucion de al menos 3 horas.
farmaco debe registrar uso pediatrico en el isp.
farmaco no debe haber presentado incidentes criticos en el hggb. 10 meroseg 500 mg, meropenem 500 mg caja 1 vial, equivalente terapeutico, vencimiento noviembre 2023,
estabilidad despues de reconstitucion 1 hora, facturacion minima $100.000, entrega 2 dias desde emision oc",6
77.609.853-1,"12 cajas de lapices de 50 unidades color azul, marca bic 12 marcador pizarra punta redonda rojo 12 magic clip 6mm caja 50 unidades 12 apretadores doble clips 25 mm (caja de 12 unidades) 14 plumones para pizarra color azul  24 unid. y  negros 24 unid. 31 adq. de materiales, conforme a archivo adjunto 55 etiqueta adhesiva manual rectangular 13x40 mm color blanca 12 corchete estandar 26/06 pulgadas en cajas de 5000 un 11 corcheretas 26/6 10 estimado hengerbert, se cotiza el material solicitado sin cargo de flete adicional, con entrega en 2 dias, cualquier inquietud con gusto sera atendida.",22
7.629.420-8,"37 compra de 04 adhesivos para alfombras 18 l topex o similar.
compra de 150 metros cuadrados de cubrepiso modelo evento o similar de marca geotex o similar de color verde en un ancho de 4 metros. 30 cortina roller 1,20 de alto x 1,24 de ancho.  (color gris, blanco invierno o beige).  50 adquisicion de limpia pies medio trafico. segun detalles adjuntos. 57 compra de cortinas roller black out color beige,  detalle en archivo adjunto 44 cubrepiso  engomado de 100 metros cuadrados (5x 20 metros) color azul italiano, para actividades municipales, conforme al pedido de materiales ndeg153. 28 articulos y caracteristicas segun detalle adjunto. 75 compra de  10 cubre pisos  para piso flotante de pp 900 x 1200x 1,  para la tesoreria provincial de lebu. es decir de largo  1200 y espesor de 1,7 mm. de polipropileno. mas abajo se adjunta imagen. 43 piso rollo tipo wet 5mm azul (rollo 15 mts)
*	marca qrubber tamano grande
*	modelo psh12a - color azul
*	ancho 120 cm - largo 1500 cm - peso 42 kg
*	 material: pvc
*	uso: pisos
*	contenido: 1 rollo 
*	capacidad: 18m2 37 -provision y despacho de productos, segun lo requerido
-plazo de entrega. 2 dias 30 adquisicion de rollo piso welt segun archivo adjunto",17
76.623.964-1,"12 azucar en formato de kilo  58 discos duros externos ssd solido de 1 tb  3.1. ubs (debe adjuntar ficha tecnica y/o fotografia)  33 jabon liquido, bidon 5 litros. 53 plazo de entrega: 3-4 dias habiles una vez aceptada orden de compra. 33 plazo de entrega, de 5 a 10 dias 63 dispensadores de agua frio - caliente 63 audifonos profesionales similar a mar plantronics c3220, modeo adjunto 50 adquisicion de un computador de escritorio, equivalente a un all in one de alta gama, incluir flete, plazo de entrega, garantia, segun las espeficicaciones tecnicas adjuntas. 83 50 conos de trafico naranjo con reflectantes de 90 centimetros. 34 churrasco sachet (bolsa)  3 de 40gr (120gr)",17
76.818.899-8,"51 sobres acolchados 1/2 oficio 20x27cm 50 unidades
 53 overol talla m azul 18 dispensador de jabon liquido metalico de 500 ml 29 guantes cortos cabritilla en cuero sin forro color cromo con puno elasticado, favor revisar condiciones 24 llave de lavamanos de combinacion fas o equivalente 92 lavaplatos completo (incluir mueble) con cubierta de acero inoxidable de 80x50 cm. 
color blanco
valor maximo disponible $187.350.- 29 guante supervisor natural sin forro steelpro. se adjunta cotizacion  53 dispensador toalla nova elite 24 ovillo plastico desde 80gr a 100gr color verde 18 dispensador de papel higienico plastico professional elite o similar ",22
76.928.851-1,"23 material segun solicitud, puesto en sus bodegas, plazo entrega 2 dias
maria isabel soto 998951076 62 materiales segun solicitud, puesto en sus bodegas, plazo entrega 2 dias
maria isabel soto 998951076
 23 protector auditivo cintillo reductor 27 db, adjuntar oferta economica tecnica en detalle y foto 19 jabon liquido granel 5 litros excell 38 botas de agua (pvc).
unisex, color negro, con planta antideslizante, impermeable y forro interior de nylon, reforzada con puntera y talon.
tallas: no37 (1); no38 (1); no39 (1); no40 (2); no41 (5); no42 (5); no43 (5); no44 (5).
de acuerdo a ficha tecnica e imagen de referencia, adjuntas. 24 bisagras, segun detalle adjunto 24 bisagra segun solicitud, puesto en sus bodegas, plazo entrega 1 dia
maria isabel soto 998951076 38 frazadas ,para ayuda social, dideco. segun detalle adjunto. 27 laminas para termolaminar tamano carta - paquetes de 50 laminas cada uno. 19 bolsas de basura de 50 x 55 paquete 20 unidades",27
